1019_59b696;3,568181818;3,396551724;;;;;;;;;
1019_ce4066;2,75;2,696969697;;;;;;;;;
1020_38390e;3,804878049;3,974522293;3,731270017;3,781930339;1020;;;;;;
1020_8d9ecc;4,6;4,652777778;;;;;;;;;
1020_c6ea2f;3,277777778;3,26618705;;;;;;;;;
1020_ce4066;3,242424242;3,234234234;;;;;;;;;
1021_145b7e;3,377777778;3,357894737;3,708654749;3,713002219;1021;;;;;;
1021_68b215;3,655172414;3,686746988;;;;;;;;;
1021_7addd5;3,289473684;3,263888889;;;;;;;;;
1021_bfede2;4,512195122;4,543478261;;;;;;;;;
1022_38390e;5;5;3,985850042;3,992870678;1022;;;;;;
1022_7addd5;3,947368421;3,958333333;;;;;;;;;
1022_ade10e;3,357142857;3,371257485;;;;;;;;;
1022_c6ea2f;3,638888889;3,641891892;;;;;;;;;
1023_1438ea;2,529411765;2,46969697;3,599312669;3,588045642;1023;;;;;;
1023_38390e;3,658536585;3,681528662;;;;;;;;;
1023_38863e;3,372093023;3,368421053;;;;;;;;;
1023_64fdbc;4,837209302;4,832535885;;;;;;;;;
1024_38390e;3,12195122;3,084848485;3,340903087;3,362672937;1024;;;;;;
1024_38863e;2,930232558;2,93989071;;;;;;;;;
1024_8d9ecc;4,74;4,73364486;;;;;;;;;
1024_d92924;2,571428571;2,692307692;;;;;;;;;
1025_1438ea;2,441176471;2,370860927;2,518517089;2,524437097;1025;;;;;;
1025_38863e;1,804347826;1,783185841;;;;;;;;;
1025_b3595e;2,689655172;2,862068966;;;;;;;;;
1025_c6ea2f;3,138888889;3,081632653;;;;;;;;;
1026_21e098;2,807692308;3,019230769;3,382123729;3,443276012;1026;;;;;;
1026_38390e;2,609756098;2,697142857;;;;;;;;;
1026_59b696;4,186046512;4,09202454;;;;;;;;;
1026_bfede2;3,925;3,964705882;;;;;;;;;
1027_1438ea;3,048780488;2,976878613;4,160119812;4,144228898;1027;;;;;;
1027_21e098;4,8;4,858585859;;;;;;;;;
1027_7addd5;4,631578947;4,597222222;;;;;;;;;
1028_145b7e;2,288888889;2,273684211;2,036868687;2,037819877;1028;;;;;;
1028_68b215;1,484848485;1,494949495;;;;;;;;;
1028_c6ea2f;1,555555556;1,540540541;;;;;;;;;
1028_eaf44e;2,818181818;2,842105263;;;;;;;;;
1029_c6ea2f;3,416666667;3,38410596;3,843167702;3,829093521;1029;;;;;;
1029_dc82e2;4,065217391;4,055555556;;;;;;;;;
1029_eaf44e;4,047619048;4,047619048;;;;;;;;;
1030_7f50e8;3,909090909;3,909090909;3,842504388;3,833760992;1030;;;;;;
1030_8d9ecc;4,82;4,815;;;;;;;;;
1030_d92924;2,783783784;2,716216216;;;;;;;;;
1030_eaf44e;3,857142857;3,894736842;;;;;;;;;
1031_64fdbc;4,255813953;4,263157895;3,786461958;3,796019951;1031;;;;;;
1031_7f50e8;3,613636364;3,613636364;;;;;;;;;
1031_ade10e;3,847826087;3,847826087;;;;;;;;;
1031_eaf44e;3,428571429;3,459459459;;;;;;;;;
1032_64fdbc;3,906976744;3,90430622;3,451819829;3,460113161;1032;;;;;;
1032_7f50e8;3,909090909;3,909090909;;;;;;;;;
1032_bfede2;2,466666667;2,516949153;;;;;;;;;
1032_dc82e2;3,456521739;3,494949495;;;;;;;;;
1033_59b696;3,975;3,919463087;3,863067633;3,856187264;1033;;;;;;
1033_8d9ecc;4,56;4,539267016;;;;;;;;;
1033_c6ea2f;3,388888889;3,369426752;;;;;;;;;
1033_dc82e2;3,347826087;3,368686869;;;;;;;;;
1034_145b7e;4,155555556;4,147368421;4,073532069;4,099817251;1034;;;;;;
1034_38390e;3,731707317;3,81875;;;;;;;;;
1034_d92924;4,333333333;4,333333333;;;;;;;;;
1035_38390e;4;4,11971831;3,54413929;3,551797284;1035;;;;;;
1035_38863e;3,355555556;3,309278351;;;;;;;;;
1035_ade10e;3,627906977;3,645962733;;;;;;;;;
1035_dc82e2;3,869565217;3,909090909;;;;;;;;;
1036_1438ea;3,323529412;3,342857143;3,812761736;3,823245272;1036;;;;;;
1036_59b696;4,29787234;4,277173913;;;;;;;;;
1036_68b215;3,464285714;3,532467532;;;;;;;;;
1036_b3595e;4;4,035971223;;;;;;;;;
1037_145b7e;3,488888889;3,447368421;3,426528854;3,392167287;1037;;;;;;
1037_64fdbc;2,790697674;2,784688995;;;;;;;;;
1037_7addd5;4;3,944444444;;;;;;;;;
1038_21e098;3,12;3,292929293;3,334895052;3,36097549;1038;;;;;;
1038_bfede2;2,413793103;2,454545455;;;;;;;;;
1038_c6ea2f;3,5;3,525179856;;;;;;;;;
1038_dc82e2;4,391304348;4,429292929;;;;;;;;;
1039_68b215;3,034482759;3,034883721;3,227787621;3,239159635;1039;;;;;;
1039_ce4066;2,757575758;2,717948718;;;;;;;;;
1039_dc82e2;3,891304348;3,964646465;;;;;;;;;
1040_38863e;3,395348837;3,353932584;4,010375375;4,030637192;1040;;;;;;
1040_ade10e;3,555555556;3,526946108;;;;;;;;;
1040_bfede2;4,027027027;4,052631579;;;;;;;;;
1040_ce4066;3,918918919;3,96124031;;;;;;;;;
1041_8d9ecc;4,54;4,581730769;3,471767894;3,49471257;1041;;;;;;
1041_b3595e;3,794117647;3,888888889;;;;;;;;;
1041_c6ea2f;3,222222222;3,175675676;;;;;;;;;
1041_eaf44e;3,7;3,714285714;;;;;;;;;
1042_38390e;3,170731707;3,2;3,312949216;3,348569949;1042;;;;;;
1042_ade10e;4,333333333;4,340659341;;;;;;;;;
1042_dc82e2;2,434782609;2,505050505;;;;;;;;;
1043_38863e;3;2,958115183;3,664386009;3,677646996;1043;;;;;;
1043_68b215;3,310344828;3,294871795;;;;;;;;;
1043_7f50e8;4,348837209;4,348837209;;;;;;;;;
1043_b3595e;3,484848485;3,5;;;;;;;;;
1044_1438ea;3,513513514;3,566878981;3,063936622;3,127171168;1044;;;;;;
1044_38390e;4,073170732;4,084337349;;;;;;;;;
1044_b3595e;3,757575758;3,961832061;;;;;;;;;
1044_d92924;2,4;2,430769231;;;;;;;;;
1045_1438ea;2,025;2,031746032;2,246301818;2,228447574;1045;;;;;;
1045_59b696;3,390243902;3,272108844;;;;;;;;;
1045_b3595e;2,057142857;2,131147541;;;;;;;;;
1045_d92924;1,512820513;1,478787879;;;;;;;;;
1046_38863e;3,468085106;3,426395939;3,964640324;3,957161882;1046;;;;;;
1046_8d9ecc;4,8;4,806034483;;;;;;;;;
1046_c6ea2f;4,333333333;4,361842105;;;;;;;;;
1046_ce4066;3,257142857;3,234375;;;;;;;;;
1047_145b7e;3,911111111;3,915789474;4,086915796;4,111645506;1047;;;;;;
1047_38863e;3,826086957;3,912751678;;;;;;;;;
1047_59b696;4,75;4,757575758;;;;;;;;;
1047_7f50e8;3,860465116;3,860465116;;;;;;;;;
1048_7addd5;4,131578947;4,138888889;3,685938215;3,685228436;1048;;;;;;
1048_8d9ecc;3,86;3,926267281;;;;;;;;;
1048_d92924;2,6;2,6;;;;;;;;;
1048_dc82e2;4,152173913;4,075757576;;;;;;;;;
1049_1438ea;2,485714286;2,509677419;3,063840683;3,101459569;1049;;;;;;
1049_64fdbc;2,210526316;2,217391304;;;;;;;;;
1049_7addd5;3,421052632;3,4375;;;;;;;;;
1049_ce4066;2,783783784;2,78125;;;;;;;;;
1050_21e098;3,84;3,96969697;3,757708618;3,834597222;1050;;;;;;
1050_64fdbc;3,279069767;3,28708134;;;;;;;;;
1050_b3595e;4,147058824;4,276923077;;;;;;;;;
1050_bfede2;3,764705882;3,8046875;;;;;;;;;
